726414039,{{cite web|url=http://www.comune.fi.it/export/sites/retecivica/comune_firenze/comune/giunta/index.html|title=Giunta comunale|accessdate=7 June 2015}},False
726414039,{{cite web|url=http://www.comune.firenze.it/elettorale/refeball2009/ballottaggio.htm|title=Elezioni Comunali Turno di ballottaggio 21–22 giugno 2009|publisher=Comune di Firenze|year=2009|accessdate=22 February 2014|language=Italian}},False
726414039,{{cite web|url=http://italychronicles.com/matteo-renzi-takes-florence/|title=Matteo Renzi takes Florence|last=Roe|first=Alex|accessdate=25 June 2009}},False
726414039,"{{cite web|url=http://www.huffingtonpost.it/2014/09/02/matteo-renzi-pse-bologna_n_5753578.html|title=Matteo Renzi coi leader del Pse a Bologna per il lancio della nuova ""terza via"". In dote, il Jobs act|work=L'Huffington Post|accessdate=7 June 2015}}",False
726414039,{{cite web|url=http://www.politics.ox.ac.uk/index.php/news/kalypso-nicolaidis-on-merkenzis-europe.html|title=Professor Kalypso Nicoladis on the prospects of an EU guided by Merkel & Renzi|accessdate=7 June 2015}},False
726414039,{{cite web|url=http://www.huffingtonpost.com/global-risk-insights/italy-reformist-leader-renzi-europe_b_9661450.html|title=Italy’s Reformist Prime Minister Is the Type of Leader Europe Needs|work=[[Huffington Post]]|accessdate=12 April 2016}},False
726414039,"{{cite web|url=http://www.repubblica.it/economia/2014/10/09/news/renzi_al_terzo_posto_tra_gli_under_40_pi_influenti_al_mondo-97732128/#gallery-slider=97735002|title=Renzi, al terzo posto tra gli under 40 più influenti al mondo|date=9 October 2014|work=Repubblica.it|accessdate=7 June 2015}}",False
726414039,{{cite web|url=http://globalthinkers.foreignpolicy.com/#decision-makers/detail/renzi|title=A World Disrupted: The Leading Global Thinkers of 2014|publisher=|accessdate=7 June 2015}},False
726414039,{{cite web|url=http://www.bloomberg.com/news/videos/2015-09-29/italy-prime-minister-matteo-renzi-on-senate-reform|title=Italy Prime Minister Mattro Renzi on Senate Reform|publisher=[[Bloomberg L.P.|Bloomberg]]|accessdate=29 September 2015}},False
726414039,"{{cite web|url=http://www.bloomberg.com/news/articles/2015-10-15/renzi-gives-italians-lower-taxes-higher-cash-use-to-back-growth|title=Renzi Gives Italians Lower Taxes, Higher Cash Use to Back Growth|publisher=[[Bloomberg L.P.|Bloomberg]]|accessdate=15 October 2015}}",False
726414039,"{{cite web|url=http://www.ilfattoquotidiano.it/2012/10/08/sistema-renzi-amici-famiglia-potere-ma-ce-fascicolo-sulluso-dei-fondi-pubblici/375926/|title=Il sistema Renzi: amici, famiglia, potere. E un fascicolo sull'uso dei fondi pubblici – Il Fatto Quotidiano|author=Marco Lillo|work=Il Fatto Quotidiano|accessdate=7 June 2015}}",False
726414039,"{{cite web|url=http://www.liberoquotidiano.it/news/personaggi/11639368/La-maturita-delle-ministre--il.html|title=La maturità delle ministre: il ""dramma"" della Boschi, l'incubo della Madia|publisher=|accessdate=7 June 2015}}",False
726414039,"{{cite web|url=http://www.lanazione.it/politica/2012/09/21/775409-renzi-dall-adolescenza-alla-laurea.shtml|title=Matteo story: Renzi, lo scout che studiava da sindaco|author=MonrifNet|accessdate=7 June 2015}}",False
726414039,{{cite web|url=http://www.matteorenzi.it/chi-sono/|title=Chi sono|work=Matteo Renzi|accessdate=7 June 2015}},False
726414039,{{cite web|url=http://www.giornalettismo.com/archives/1360393/matteo-renzi-e-laneddoto-sullarbitro-di-calcio/|title=Matteo Renzi e l'aneddoto sull'arbitro di calcio – Giornalettismo|work=Giornalettismo|accessdate=7 June 2015}},False
